566228361	0	1
237658682	0	1
296050387	0	0
255513144	0	0
429188946	0	0
219997788	0	1
302575780	0	1
295089811	0	0
523679994	0	0
354816537	0	1
359823988	0	0
488665159	0	1
355387179	0	1
488663824	0	1
480687176	0	1
488664188	0	1
480684857	0	1
488648141	0	1
480775936	0	1
488646524	0	1
480771368	0	1
488640471	0	1
480673200	0	1
488664279	0	1
480676733	0	1
488646617	0	1
480665086	0	1
653637112	0	1
488647969	0	1
480653053	0	1
480659990	0	0
357553027	0	0
357552769	0	0
531289543	0	0
531312476	0	0
531320726	0	0
531325498	0	0
115249004	0	0
531296659	0	0
357559608	0	0
531303322	0	0
531309555	0	0
531303795	0	0
549300877	0	0
531191758	0	0
531198163	0	0
531808449	0	0
531804026	0	0
531821831	0	0
531250174	0	0
531205918	0	0
531210642	0	0
531215142	0	0
531107620	0	0
531220547	0	0
531221134	0	0
531233846	0	0
531229400	0	0
531234991	0	0
531242923	0	0
531243337	0	0
531251565	0	0
531266479	0	0
531258429	0	0
531120920	0	0
531259429	0	0
531119086	0	0
260207933	0	0
531295219	0	0
531268109	0	0
531275449	0	0
531276513	0	0
531288228	0	0
531281942	0	0
531126500	0	0
531132113	0	0
531132091	0	0
531136523	0	0
531149417	0	0
531112237	0	0
531146727	0	0
531142277	0	0
531156357	0	0
531154619	0	0
531168248	0	0
531169339	0	0
531162815	0	0
531172574	0	0
531185655	0	0
531179538	0	0
531182732	0	0
531186951	0	0
531199500	0	0
531883579	0	0
531883100	0	0
531112340	0	0
531797141	0	0
531809371	0	0
531101910	0	0
531320955	0	0
531330760	0	0
531330741	0	0
531337103	0	0
531342469	0	0
531348542	0	0
531346880	0	0
548676083	0	0
531360669	0	0
531356230	0	0
531359928	0	0
531364873	0	0
531380845	0	0
531370744	0	0
531372608	0	0
531380682	0	0
531382867	0	0
531387105	0	0
531397791	0	0
531399991	0	0
531396819	0	0
531413889	0	0
531408345	0	0
531409282	0	0
531426628	0	0
531418604	0	0
531422921	0	0
531425287	0	0
531435642	0	0
531437481	0	0
531441841	0	0
531442040	0	0
531464559	0	0
531449388	0	0
531456254	0	0
531454802	0	0
531471091	0	0
531462124	0	0
531494529	0	0
531469233	0	0
531480873	0	0
531475996	0	0
531492090	0	0
531486419	0	0
531500523	0	0
531513112	0	0
531506233	0	0
549292940	0	0
549379734	0	0
549297037	0	0
549351104	0	0
549326771	0	0
549304953	0	0
549334787	0	0
549375699	0	0
549338551	0	0
549313313	0	0
549371739	0	0
549363760	0	0
549359395	0	0
531505743	0	0
531788505	0	0
531512023	0	0
531531421	0	0
531518575	0	0
531779710	0	0
531532999	0	0
531784938	0	0
531787362	0	0
531792112	0	0
548683174	0	0
296428338	0	0
296261293	0	0
531653736	0	0
531642661	0	0
531649038	0	0
531657839	0	0
531603813	0	0
531665634	0	0
531665222	0	0
531668667	0	0
531677645	0	0
531673575	0	0
531686789	0	0
531686693	0	0
531612698	0	0
531817504	0	0
531817513	0	0
531686914	0	0
548661879	0	0
531698947	0	0
548671217	0	0
531697912	0	0
531617862	0	0
548662113	0	0
531697919	0	0
531709047	0	0
531709377	0	0
531712633	0	0
531723394	0	0
531719005	0	0
531722241	0	0
548682232	0	0
531735446	0	0
531623286	0	0
531731020	0	0
548671622	0	0
548683337	0	0
531740862	0	0
531626954	0	0
531748273	0	0
531751153	0	0
531748288	0	0
531758465	0	0
531760350	0	0
531762711	0	0
531770658	0	0
531736441	0	0
531634725	0	0
531637070	0	0
531652453	0	0
260211392	0	0
549387798	0	0
549322343	0	0
549391798	0	0
549318045	0	0
549355133	0	0
549383617	0	0
549285273	0	0
549309083	0	0
549330844	0	0
549367797	0	0
549342486	0	0
549281557	0	0
549395603	0	0
549346894	0	0
531523446	0	0
531542697	0	0
531549557	0	0
531549625	0	0
531570150	0	0
531567303	0	0
531556469	0	0
531534064	0	0
531561833	0	0
531567087	0	0
531581934	0	0
531572480	0	0
531595544	0	0
531581902	0	0
531589102	0	0
531593092	0	0
531595655	0	0
531633464	0	1
531608622	0	0
531539704	0	0
480654625	0	1
288869444	1	1
356700044	0	1
210155323	0	0
225163305	0	1
146345552	0	0
219567068	0	0
326539904	0	1
156869834	0	1
300433348	0	0
224951130	0	0
210153065	0	0
118134841	0	0
523380369	0	1
325988428	0	1
488448415	0	1
440221593	0	1
564869602	0	1
110674438	0	1
170713140	0	1
170716092	0	1
169299755	0	1
177910815	0	1
170663942	0	1
380306477	0	1
182382033	0	1
110683887	0	1
373228560	0	1
15076713	0	1
160426829	0	1
549807178	0	0
302384445	0	1
302195073	0	1
451782878	0	1
507136133	0	0
167664571	0	1
529086562	0	0
529087091	0	0
643554508	0	1
490132776	0	0
490169608	0	1
545393199	0	1
187775173	0	0
365981124	0	0
472397923	0	1
442739347	0	1
308824095	0	0
575090690	0	0
323403776	0	0
323505065	0	0
474480363	0	1
28202270	0	0
618854708	0	1
380782914	0	0
125712751	0	0
551235932	0	0
316939067	0	0
255992735	0	0
281407957	0	0
380772375	0	0
587651593	0	0
452995848	0	1
295092885	0	1
512066729	0	1
512061090	0	1
291520698	0	0
225209341	0	0
158449610	0	1
512512281	0	1
512507240	0	1
206737808	0	0
409018998	0	0
409021977	0	0
530294457	0	0
570737846	0	0
390522771	0	0
430782296	0	0
219536332	0	0
361857442	0	0
89332195	0	0
344330726	0	0
391353423	0	0
402251836	0	0
357211147	0	0
374414804	0	0
257777072	0	0
333747799	0	0
488453736	0	0
411455802	0	0
333820988	0	0
334089968	0	0
225169932	0	0
507825917	0	1
345908279	0	1
166029860	0	0
149751688	0	1
315468988	0	1
361963693	0	0
361965193	0	0
361967334	0	0
402275635	0	0
508152642	0	1
371969359	0	0
400373518	0	0
553716493	0	0
389310947	0	1
238915977	0	1
238871337	0	1
429184648	0	0
224956895	0	1
371969585	0	0
308737366	0	0
567340372	0	0
490153532	0	1
476633159	0	1
238874105	0	1
291523684	0	1
291526583	0	0
315487697	0	1
383305921	0	1
255993615	0	0
167657966	0	0
291556122	0	0
291529796	0	0
577036363	0	0
149736792	0	1
304552290	0	0
310625183	0	1
257200050	0	1
295100183	0	0
158446177	0	1
295102940	0	1
599131018	0	0
291165897	0	0
302312850	0	0
588298721	0	0
167830503	0	0
297574914	0	0
302495424	0	0
341592618	0	0
364578279	0	0
311903060	0	0
309388282	0	1
433669224	0	1
219992161	0	1
374565139	0	0
167590878	0	0
356695150	0	0
496025267	0	1
496028219	0	1
507822085	1	1
336019381	0	1
336008473	0	1
507775215	0	1
511337367	0	0
336019950	0	1
330410462	0	1
496548851	1	1
507769012	0	1
507815275	0	1
496261394	0	1
325473048	0	1
336009819	0	1
316896019	0	0
330405544	0	1
371670812	0	0
316898723	0	1
330410704	0	1
511050000	0	0
507791057	0	0
511024432	0	0
507779798	0	0
371653279	0	0
511044823	0	0
507795309	0	0
400372672	0	1
571150162	0	0
507783478	0	1
570845854	0	1
371766530	0	1
330413337	0	1
332698284	0	1
493914492	0	1
402275536	0	0
576987353	0	0
83571789	0	0
586909775	0	0
179349330	0	0
361960034	0	1
361961218	0	1
394706655	0	1
291419518	0	1
544365043	0	1
333760119	0	1
227842192	0	1
545666258	0	1
507810696	0	1
348593239	0	0
158447865	0	0
333761437	0	0
343398837	0	0
146272433	0	0
669260674	0	0
304372734	0	0
312846487	0	0
348664365	0	0
281298403	0	0
341587716	0	0
298517643	0	0
300512694	0	0
289157409	0	1
429152740	0	1
306493505	0	0
493618370	0	0
315622946	0	0
345500447	0	1
257204744	0	1
291537742	0	1
291534263	0	1
225213759	0	0
496269258	0	1
332516343	0	1
291543185	0	0
251847443	0	1
315447001	0	1
324110713	0	0
593022865	0	1
291541373	0	0
585220986	0	0
153797070	0	1
564719950	0	1
197298582	0	1
564726353	0	1
149830819	0	1
295107715	0	0
145846171	0	1
291548561	0	1
291545300	0	1
576668420	0	1
229792549	0	1
363624873	0	1
282572100	0	1
361052062	0	1
339284118	0	1
51854828	0	1
324963603	0	0
114336512	0	0
297144052	0	0
332695759	0	1
549436840	0	1
409104134	0	0
315590830	0	0
410506402	0	0
296030129	0	0
307580280	0	1
166852916	0	1
300889890	0	1
319927949	0	1
256750418	0	1
325994561	0	0
289526979	0	1
296841274	0	1
166855266	0	1
392290615	0	1
20514980	0	1
475640914	0	1
344031791	0	1
569528080	0	1
389568634	0	1
302777040	0	1
433291933	0	1
333111128	0	1
514901617	0	1
332177965	0	0
302199228	0	1
460789883	0	1
564136482	0	0
295114603	0	0
291561106	0	0
291558334	0	0
342240346	0	0
21903717	0	0
2632268	0	0
1786182	0	0
553896171	0	0
444893470	0	0
385142183	0	0
77996112	0	0
134050582	0	0
317133720	0	0
639737565	0	0
639702701	0	0
511079009	0	0
639728735	0	0
639745011	0	0
647121345	0	0
511039696	0	0
647165193	0	0
511030989	0	0
510870605	0	0
347530299	0	0
665904792	0	0
511035842	0	0
496550426	0	0
646319029	0	0
639768806	0	0
639753673	0	0
639720586	0	0
494094725	0	0
646313201	0	0
549289101	0	0
612404578	0	0
14020885	0	0
